model,gene,variable,statistic,estimate,pval,FDR,hgnc_symbol
lme,ENSG00000177508,Treatment,seeContrasts,seeContrasts,0.0024674199912213266,0.006259287392208934,IRX3
lme,ENSG00000177508,median_cv_coverage,seeContrasts,seeContrasts,0.04225696374296182,0.09094595078599563,IRX3
lme,ENSG00000177519,Treatment,seeContrasts,seeContrasts,0.04804946859171736,0.08525631867132717,RPRM
lme,ENSG00000177519,median_cv_coverage,seeContrasts,seeContrasts,0.6770830593565806,0.7808569727532174,RPRM
lme,ENSG00000177535,Treatment,seeContrasts,seeContrasts,0.44724115611365983,0.5386738146664637,OR2B11
lme,ENSG00000177535,median_cv_coverage,seeContrasts,seeContrasts,0.6052437121375905,0.723282377655522,OR2B11
lme,ENSG00000177542,Treatment,seeContrasts,seeContrasts,0.001302111574579136,0.003495812458536762,SLC25A22
lme,ENSG00000177542,median_cv_coverage,seeContrasts,seeContrasts,8.849783733321376e-7,6.0704402693377804e-6,SLC25A22
lme,ENSG00000177548,Treatment,seeContrasts,seeContrasts,0.8704515241877553,0.9010980343130693,RABEP2
lme,ENSG00000177548,median_cv_coverage,seeContrasts,seeContrasts,1.1375956142464386e-5,6.197168984869212e-5,RABEP2
lme,ENSG00000177551,Treatment,seeContrasts,seeContrasts,0.6349075718856108,0.7078049826924886,NHLH2
lme,ENSG00000177551,median_cv_coverage,seeContrasts,seeContrasts,0.4156367000850375,0.5592094213188439,NHLH2
lme,ENSG00000177556,Treatment,seeContrasts,seeContrasts,0.19865008630818445,0.28080751114407626,ATOX1
lme,ENSG00000177556,median_cv_coverage,seeContrasts,seeContrasts,8.152419224624741e-8,6.905246677641414e-7,ATOX1
lme,ENSG00000177565,Treatment,seeContrasts,seeContrasts,8.994807621723519e-9,5.61099626818651e-8,TBL1XR1
lme,ENSG00000177565,median_cv_coverage,seeContrasts,seeContrasts,1.5557052314475605e-8,1.5061839997952735e-7,TBL1XR1
lme,ENSG00000177570,Treatment,seeContrasts,seeContrasts,0.7812151510107972,0.8298911050573494,SAMD12
lme,ENSG00000177570,median_cv_coverage,seeContrasts,seeContrasts,0.014412039989535469,0.03619392486794138,SAMD12
lme,ENSG00000177575,Treatment,seeContrasts,seeContrasts,0.6637465613680953,0.7316851387167216,CD163
lme,ENSG00000177575,median_cv_coverage,seeContrasts,seeContrasts,0.2624850977043515,0.3980694488686357,CD163
lme,ENSG00000177576,Treatment,seeContrasts,seeContrasts,7.705775265463057e-5,2.640774380849083e-4,C18orf32
lme,ENSG00000177576,median_cv_coverage,seeContrasts,seeContrasts,0.18359329045312464,0.30203934959539286,C18orf32
lme,ENSG00000177595,Treatment,seeContrasts,seeContrasts,0.05381082480047868,0.09393862929117804,PIDD1
lme,ENSG00000177595,median_cv_coverage,seeContrasts,seeContrasts,0.006392134194251025,0.017841907610405952,PIDD1
lme,ENSG00000177599,Treatment,seeContrasts,seeContrasts,0.16719109993779493,0.24385740204570916,ZNF491
lme,ENSG00000177599,median_cv_coverage,seeContrasts,seeContrasts,0.022360321648354876,0.052858617396400805,ZNF491
lme,ENSG00000177600,Treatment,seeContrasts,seeContrasts,9.677662583808787e-8,5.214857002731924e-7,RPLP2
lme,ENSG00000177600,median_cv_coverage,seeContrasts,seeContrasts,3.6036266663508245e-4,0.0013753092462006373,RPLP2
lme,ENSG00000177602,Treatment,seeContrasts,seeContrasts,0.015509379994988302,0.032052449990941784,HASPIN
lme,ENSG00000177602,median_cv_coverage,seeContrasts,seeContrasts,0.32417215836064156,0.46683021211685005,HASPIN
lme,ENSG00000177606,Treatment,seeContrasts,seeContrasts,0.0030108406137432826,0.007488030275612007,JUN
lme,ENSG00000177606,median_cv_coverage,seeContrasts,seeContrasts,0.5885418714437893,0.7096676431971162,JUN
lme,ENSG00000177613,Treatment,seeContrasts,seeContrasts,0.25817558116912703,0.34682919742191604,CSTF2T
lme,ENSG00000177613,median_cv_coverage,seeContrasts,seeContrasts,0.015360538315962477,0.038243869618409004,CSTF2T
lme,ENSG00000177614,Treatment,seeContrasts,seeContrasts,0.9116940777162206,0.9314269553135465,PGBD5
lme,ENSG00000177614,median_cv_coverage,seeContrasts,seeContrasts,0.26092193167310374,0.3964169214063096,PGBD5
lme,ENSG00000177627,Treatment,seeContrasts,seeContrasts,0.009001960520623686,0.019868764534696957,C12orf54
lme,ENSG00000177627,median_cv_coverage,seeContrasts,seeContrasts,0.1214613909268205,0.21819156922336913,C12orf54
lme,ENSG00000177628,Treatment,seeContrasts,seeContrasts,0.10156881680897324,0.16105015639756154,GBA1
lme,ENSG00000177628,median_cv_coverage,seeContrasts,seeContrasts,0.00929289448315638,0.02476496440669602,GBA1
lme,ENSG00000177646,Treatment,seeContrasts,seeContrasts,0.6484442829468899,0.7187515301258572,ACAD9
lme,ENSG00000177646,median_cv_coverage,seeContrasts,seeContrasts,0.001671842249823284,0.005469764431908469,ACAD9
lme,ENSG00000177663,Treatment,seeContrasts,seeContrasts,4.486302403038105e-5,1.5965013942981462e-4,IL17RA
lme,ENSG00000177663,median_cv_coverage,seeContrasts,seeContrasts,0.021500114691173793,0.05106036494364012,IL17RA
lme,ENSG00000177666,Treatment,seeContrasts,seeContrasts,0.006054421812600527,0.014024710612062993,PNPLA2
lme,ENSG00000177666,median_cv_coverage,seeContrasts,seeContrasts,1.8592334611746566e-5,9.605335065574947e-5,PNPLA2
lme,ENSG00000177669,Treatment,seeContrasts,seeContrasts,0.45954602552310264,0.5504517039153609,MBOAT4
lme,ENSG00000177669,median_cv_coverage,seeContrasts,seeContrasts,0.7300063967336846,0.8203031755328286,MBOAT4
lme,ENSG00000177674,Treatment,seeContrasts,seeContrasts,1.221381549543914e-23,3.577995636941996e-22,AGTRAP
lme,ENSG00000177674,median_cv_coverage,seeContrasts,seeContrasts,0.07819212401834791,0.1523520476187972,AGTRAP
lme,ENSG00000177675,Treatment,seeContrasts,seeContrasts,0.7434880959683944,0.7992069970650931,CD163L1
lme,ENSG00000177675,median_cv_coverage,seeContrasts,seeContrasts,0.05835463071358105,0.11904255572726669,CD163L1
lme,ENSG00000177679,Treatment,seeContrasts,seeContrasts,0.14272859816356503,0.21376365794066743,SRRM3
lme,ENSG00000177679,median_cv_coverage,seeContrasts,seeContrasts,0.2583613266951795,0.3932402280872855,SRRM3
lme,ENSG00000177683,Treatment,seeContrasts,seeContrasts,0.532794492649985,0.617048561673339,THAP5
lme,ENSG00000177683,median_cv_coverage,seeContrasts,seeContrasts,0.050924525022228266,0.10647429278766891,THAP5
lme,ENSG00000177685,Treatment,seeContrasts,seeContrasts,1.3931408253609802e-4,4.566390090463036e-4,CRACR2B
lme,ENSG00000177685,median_cv_coverage,seeContrasts,seeContrasts,2.846526548597606e-7,2.1408840571414712e-6,CRACR2B
lme,ENSG00000177688,Treatment,seeContrasts,seeContrasts,0.3847076858652839,0.47857551881278415,SUMO4
lme,ENSG00000177688,median_cv_coverage,seeContrasts,seeContrasts,0.6613628651958444,0.7688485463544419,SUMO4
lme,ENSG00000177692,Treatment,seeContrasts,seeContrasts,0.009698140043128776,0.02123737798266099,DNAJC28
lme,ENSG00000177692,median_cv_coverage,seeContrasts,seeContrasts,6.186467022616931e-4,0.002239602433517695,DNAJC28
lme,ENSG00000177694,Treatment,seeContrasts,seeContrasts,1.468913048789796e-4,4.797946584619977e-4,NAALADL2
lme,ENSG00000177694,median_cv_coverage,seeContrasts,seeContrasts,0.12011054182578858,0.21640933366518678,NAALADL2
lme,ENSG00000177697,Treatment,seeContrasts,seeContrasts,0.07988262339819606,0.1311344572131171,CD151
lme,ENSG00000177697,median_cv_coverage,seeContrasts,seeContrasts,6.281579045820283e-4,0.002267841077663714,CD151
lme,ENSG00000177700,Treatment,seeContrasts,seeContrasts,2.357174958583804e-5,8.866299850128297e-5,POLR2L
lme,ENSG00000177700,median_cv_coverage,seeContrasts,seeContrasts,2.6205469878007663e-13,6.1301530786686464e-12,POLR2L
lme,ENSG00000177706,Treatment,seeContrasts,seeContrasts,0.8311960640803042,0.8701438493797565,FAM20C
lme,ENSG00000177706,median_cv_coverage,seeContrasts,seeContrasts,0.4209097254559614,0.5645847881632496,FAM20C
lme,ENSG00000177707,Treatment,seeContrasts,seeContrasts,0.28748628116268965,0.3790339224579282,NECTIN3
lme,ENSG00000177707,median_cv_coverage,seeContrasts,seeContrasts,0.19515193235581163,0.31716579299203285,NECTIN3
lme,ENSG00000177721,Treatment,seeContrasts,seeContrasts,0.040534921356163704,0.07364808612364318,ANXA2R
lme,ENSG00000177721,median_cv_coverage,seeContrasts,seeContrasts,0.20166201363772157,0.32514064980085516,ANXA2R
lme,ENSG00000177728,Treatment,seeContrasts,seeContrasts,2.577249314242853e-9,1.742299398285638e-8,TMEM94
lme,ENSG00000177728,median_cv_coverage,seeContrasts,seeContrasts,0.0168988202927033,0.041508575416311214,TMEM94
lme,ENSG00000177731,Treatment,seeContrasts,seeContrasts,4.1107170198853917e-5,1.475387536897945e-4,FLII
lme,ENSG00000177731,median_cv_coverage,seeContrasts,seeContrasts,1.644805963230591e-10,2.3549890600458158e-9,FLII
lme,ENSG00000177732,Treatment,seeContrasts,seeContrasts,0.6008512222047286,0.6777884902660748,SOX12
lme,ENSG00000177732,median_cv_coverage,seeContrasts,seeContrasts,0.7856694900641924,0.8612531581869691,SOX12
lme,ENSG00000177733,Treatment,seeContrasts,seeContrasts,5.458361204686747e-5,1.9183860292300504e-4,HNRNPA0
lme,ENSG00000177733,median_cv_coverage,seeContrasts,seeContrasts,0.027213005727274572,0.06262692160065923,HNRNPA0
lme,ENSG00000177791,Treatment,seeContrasts,seeContrasts,0.14228340478782087,0.2131771799905686,MYOZ1
lme,ENSG00000177791,median_cv_coverage,seeContrasts,seeContrasts,5.127996846797019e-4,0.001886908300763363,MYOZ1
lme,ENSG00000177807,Treatment,seeContrasts,seeContrasts,0.5579284870718408,0.6401448675599952,KCNJ10
lme,ENSG00000177807,median_cv_coverage,seeContrasts,seeContrasts,0.5709488700072366,0.6952525204933868,KCNJ10
lme,ENSG00000177830,Treatment,seeContrasts,seeContrasts,4.590795541669895e-6,1.9432087461773023e-5,CHID1
lme,ENSG00000177830,median_cv_coverage,seeContrasts,seeContrasts,5.535960393444419e-13,1.2270328584905438e-11,CHID1
lme,ENSG00000177839,Treatment,seeContrasts,seeContrasts,0.017490197849319072,0.03568251599193517,PCDHB9
lme,ENSG00000177839,median_cv_coverage,seeContrasts,seeContrasts,0.9470615275715892,0.9700361472678307,PCDHB9
lme,ENSG00000177842,Treatment,seeContrasts,seeContrasts,4.033431328284445e-9,2.6666580273907177e-8,ZNF620
lme,ENSG00000177842,median_cv_coverage,seeContrasts,seeContrasts,0.014341815391254871,0.036034632353291934,ZNF620
lme,ENSG00000177853,Treatment,seeContrasts,seeContrasts,0.2887511212539155,0.3802602935496344,ZNF518A
lme,ENSG00000177853,median_cv_coverage,seeContrasts,seeContrasts,7.837117549779199e-13,1.6778604154015845e-11,ZNF518A
lme,ENSG00000177854,Treatment,seeContrasts,seeContrasts,2.0930157123428037e-21,5.0444849903389364e-20,TMEM187
lme,ENSG00000177854,median_cv_coverage,seeContrasts,seeContrasts,0.11533551444524032,0.20962546026970266,TMEM187
lme,ENSG00000177868,Treatment,seeContrasts,seeContrasts,0.014140830786329887,0.029549712650592013,SVBP
lme,ENSG00000177868,median_cv_coverage,seeContrasts,seeContrasts,0.18507031512692348,0.304045496767365,SVBP
lme,ENSG00000177873,Treatment,seeContrasts,seeContrasts,4.5172746490808937e-4,0.0013413531424851554,ZNF619
lme,ENSG00000177873,median_cv_coverage,seeContrasts,seeContrasts,0.12784147767397175,0.22713887918685005,ZNF619
lme,ENSG00000177875,Treatment,seeContrasts,seeContrasts,0.16590757334241607,0.24253493979080448,CCDC184
lme,ENSG00000177875,median_cv_coverage,seeContrasts,seeContrasts,0.412747937904102,0.5565815100723601,CCDC184
lme,ENSG00000177879,Treatment,seeContrasts,seeContrasts,2.15670388576379e-9,1.4704967299976258e-8,AP3S1
lme,ENSG00000177879,median_cv_coverage,seeContrasts,seeContrasts,4.836860213374756e-7,3.500452020662068e-6,AP3S1
lme,ENSG00000177885,Treatment,seeContrasts,seeContrasts,0.5510389438081965,0.6341612269683824,GRB2
lme,ENSG00000177885,median_cv_coverage,seeContrasts,seeContrasts,1.2005840524891738e-6,8.017502318616828e-6,GRB2
lme,ENSG00000177888,Treatment,seeContrasts,seeContrasts,0.0015685659737754273,0.0041523013720828296,ZBTB41
lme,ENSG00000177888,median_cv_coverage,seeContrasts,seeContrasts,4.076686201241079e-6,2.438805844420528e-5,ZBTB41
lme,ENSG00000177889,Treatment,seeContrasts,seeContrasts,0.7781552522939952,0.8275057158714542,UBE2N
lme,ENSG00000177889,median_cv_coverage,seeContrasts,seeContrasts,2.7499976936102646e-17,1.1790893076080453e-15,UBE2N
lme,ENSG00000177917,Treatment,seeContrasts,seeContrasts,0.009568370838076967,0.02097630580502898,ARL6IP6
lme,ENSG00000177917,median_cv_coverage,seeContrasts,seeContrasts,1.6737700001799077e-6,1.0884979310246031e-5,ARL6IP6
lme,ENSG00000177932,Treatment,seeContrasts,seeContrasts,0.19614932160682208,0.2779641210511999,ZNF354C
lme,ENSG00000177932,median_cv_coverage,seeContrasts,seeContrasts,0.2447716532205303,0.3774680259601527,ZNF354C
lme,ENSG00000177943,Treatment,seeContrasts,seeContrasts,0.356665554984532,0.45084861595191916,MAMDC4
lme,ENSG00000177943,median_cv_coverage,seeContrasts,seeContrasts,0.8635727786541324,0.9154644697869614,MAMDC4
lme,ENSG00000177951,Treatment,seeContrasts,seeContrasts,5.848920216653736e-6,2.4311150741131693e-5,BET1L
lme,ENSG00000177951,median_cv_coverage,seeContrasts,seeContrasts,0.028928822271755916,0.06598376482317483,BET1L
lme,ENSG00000177954,Treatment,seeContrasts,seeContrasts,1.247777795295805e-12,1.2498993318495196e-11,RPS27
lme,ENSG00000177954,median_cv_coverage,seeContrasts,seeContrasts,0.05919155029195307,0.12045029941078386,RPS27
lme,ENSG00000177963,Treatment,seeContrasts,seeContrasts,8.278520170498116e-4,0.002328672331602361,RIC8A
lme,ENSG00000177963,median_cv_coverage,seeContrasts,seeContrasts,1.1482373338406679e-8,1.1330652152235425e-7,RIC8A
lme,ENSG00000177971,Treatment,seeContrasts,seeContrasts,0.11166263341093922,0.17456683141698381,IMP3
lme,ENSG00000177971,median_cv_coverage,seeContrasts,seeContrasts,0.15798892294593816,0.2684394143666992,IMP3
lme,ENSG00000177981,Treatment,seeContrasts,seeContrasts,0.002073438380211711,0.005346439344144543,ASB8
lme,ENSG00000177981,median_cv_coverage,seeContrasts,seeContrasts,0.004553381522966571,0.013260827514798469,ASB8
lme,ENSG00000177984,Treatment,seeContrasts,seeContrasts,0.08899418841161298,0.14406987126638793,LCN15
lme,ENSG00000177984,median_cv_coverage,seeContrasts,seeContrasts,0.8382073182591192,0.8984141103394521,LCN15
lme,ENSG00000177989,Treatment,seeContrasts,seeContrasts,4.020398913480524e-7,1.9842533514345237e-6,CIMAP1B
lme,ENSG00000177989,median_cv_coverage,seeContrasts,seeContrasts,1.0190149850775417e-11,1.7990534259299062e-10,CIMAP1B
lme,ENSG00000177990,Treatment,seeContrasts,seeContrasts,0.44179638662385595,0.5334893435076047,DPY19L2
lme,ENSG00000177990,median_cv_coverage,seeContrasts,seeContrasts,0.22483620072961735,0.3539306724399825,DPY19L2
lme,ENSG00000177994,Treatment,seeContrasts,seeContrasts,4.615623174183129e-14,5.39461556441815e-13,C2orf73
lme,ENSG00000177994,median_cv_coverage,seeContrasts,seeContrasts,0.9606593083950925,0.9777469843650096,C2orf73
lme,ENSG00000178026,Treatment,seeContrasts,seeContrasts,0.32848157967940195,0.4222348677139593,LRRC75B
lme,ENSG00000178026,median_cv_coverage,seeContrasts,seeContrasts,0.2822077338380137,0.42048317929573653,LRRC75B
lme,ENSG00000178028,Treatment,seeContrasts,seeContrasts,0.0012990319671140939,0.003489311297008425,DMAP1
lme,ENSG00000178028,median_cv_coverage,seeContrasts,seeContrasts,4.975814167725206e-8,4.38020342921997e-7,DMAP1
lme,ENSG00000178031,Treatment,seeContrasts,seeContrasts,0.3686691720554993,0.46274919276310483,ADAMTSL1
lme,ENSG00000178031,median_cv_coverage,seeContrasts,seeContrasts,0.18997403166267288,0.3104815495384915,ADAMTSL1
lme,ENSG00000178033,Treatment,seeContrasts,seeContrasts,0.02820933876514505,0.05393989082067103,CALHM5
lme,ENSG00000178033,median_cv_coverage,seeContrasts,seeContrasts,0.8856747264176131,0.9290334231797995,CALHM5
lme,ENSG00000178035,Treatment,seeContrasts,seeContrasts,5.696523561951687e-18,9.881635801522955e-17,IMPDH2
lme,ENSG00000178035,median_cv_coverage,seeContrasts,seeContrasts,1.3875514218928837e-4,5.856137030525366e-4,IMPDH2
lme,ENSG00000178038,Treatment,seeContrasts,seeContrasts,0.024518046914937544,0.04776589985008102,ALS2CL
lme,ENSG00000178038,median_cv_coverage,seeContrasts,seeContrasts,0.011017607858588803,0.02869773836688588,ALS2CL
lme,ENSG00000178053,Treatment,seeContrasts,seeContrasts,1.3730882110369166e-21,3.375844539870824e-20,MLF1
lme,ENSG00000178053,median_cv_coverage,seeContrasts,seeContrasts,4.368454510709069e-12,8.213830484852148e-11,MLF1
lme,ENSG00000178057,Treatment,seeContrasts,seeContrasts,4.305303812962556e-4,0.0012846458029036837,NDUFAF3
lme,ENSG00000178057,median_cv_coverage,seeContrasts,seeContrasts,7.805539434376007e-7,5.410140121247021e-6,NDUFAF3
lme,ENSG00000178074,Treatment,seeContrasts,seeContrasts,0.07515097096324665,0.12465344057480339,C2orf69
lme,ENSG00000178074,median_cv_coverage,seeContrasts,seeContrasts,8.562706748202204e-11,1.2729623948004904e-9,C2orf69
lme,ENSG00000178075,Treatment,seeContrasts,seeContrasts,0.06778626444424173,0.11423626533685276,GRAMD1C
lme,ENSG00000178075,median_cv_coverage,seeContrasts,seeContrasts,8.623439236715222e-11,1.2807940983980303e-9,GRAMD1C
lme,ENSG00000178078,Treatment,seeContrasts,seeContrasts,2.221897112980885e-19,4.45696309914085e-18,STAP2
lme,ENSG00000178078,median_cv_coverage,seeContrasts,seeContrasts,0.0019650123457594366,0.006285431607479461,STAP2
lme,ENSG00000178084,Treatment,seeContrasts,seeContrasts,0.05136663190756426,0.09028607886780383,HTR3C
lme,ENSG00000178084,median_cv_coverage,seeContrasts,seeContrasts,0.3535917994841958,0.4969949949898708,HTR3C
lme,ENSG00000178093,Treatment,seeContrasts,seeContrasts,0.0931278586278624,0.14977098849392448,TSSK6
lme,ENSG00000178093,median_cv_coverage,seeContrasts,seeContrasts,0.62930937480220706,0.7434955603816629,TSSK6
lme,ENSG00000178096,Treatment,seeContrasts,seeContrasts,1.4356511070060245e-5,5.6055233576693256e-5,BOLA1
lme,ENSG00000178096,median_cv_coverage,seeContrasts,seeContrasts,4.561740117914335e-5,2.1557813444938602e-4,BOLA1
lme,ENSG00000178104,Treatment,seeContrasts,seeContrasts,1.479969633257203e-6,6.770744019621031e-6,PDE4DIP
lme,ENSG00000178104,median_cv_coverage,seeContrasts,seeContrasts,0.5096237611876083,0.6459945150379541,PDE4DIP
lme,ENSG00000178105,Treatment,seeContrasts,seeContrasts,0.164297720306281,0.24074095771112858,DDX10
lme,ENSG00000178105,median_cv_coverage,seeContrasts,seeContrasts,0.0029892152983498265,0.009112581017794306,DDX10
lme,ENSG00000178125,Treatment,seeContrasts,seeContrasts,8.115188983309659e-11,6.540032683796113e-10,PPP1R42
lme,ENSG00000178125,median_cv_coverage,seeContrasts,seeContrasts,0.0010373747786335673,0.003569439888324498,PPP1R42
lme,ENSG00000178127,Treatment,seeContrasts,seeContrasts,0.03678618164918633,0.0677658125644015,NDUFV2
lme,ENSG00000178127,median_cv_coverage,seeContrasts,seeContrasts,0.2731770896502655,0.4104106502707568,NDUFV2
lme,ENSG00000178149,Treatment,seeContrasts,seeContrasts,1.6071808013962927e-15,2.202017657864843e-14,DALRD3
lme,ENSG00000178149,median_cv_coverage,seeContrasts,seeContrasts,1.8224888616055746e-4,7.471734618958731e-4,DALRD3
lme,ENSG00000178150,Treatment,seeContrasts,seeContrasts,0.5298801241241404,0.6144727813847813,ZNF114
lme,ENSG00000178150,median_cv_coverage,seeContrasts,seeContrasts,0.2668121119143245,0.4027118573129481,ZNF114
lme,ENSG00000178163,Treatment,seeContrasts,seeContrasts,0.10253200254848832,0.16231852752177586,ZNF518B
lme,ENSG00000178163,median_cv_coverage,seeContrasts,seeContrasts,8.996881698746216e-4,0.0031350141770417534,ZNF518B
lme,ENSG00000178177,Treatment,seeContrasts,seeContrasts,0.03713719907755227,0.06830170259297307,LCORL
lme,ENSG00000178177,median_cv_coverage,seeContrasts,seeContrasts,9.680103426909915e-6,5.3484336648786394e-5,LCORL
lme,ENSG00000178184,Treatment,seeContrasts,seeContrasts,8.949157674375197e-7,4.205443164735192e-6,PARD6G
lme,ENSG00000178184,median_cv_coverage,seeContrasts,seeContrasts,0.012824253268163097,0.032765081390406424,PARD6G
lme,ENSG00000178187,Treatment,seeContrasts,seeContrasts,0.22239194335428658,0.3080809681244622,ZNF454
lme,ENSG00000178187,median_cv_coverage,seeContrasts,seeContrasts,0.5246934398231099,0.6581735310516685,ZNF454
lme,ENSG00000178188,Treatment,seeContrasts,seeContrasts,6.346282954156998e-4,0.0018264939922521325,SH2B1
lme,ENSG00000178188,median_cv_coverage,seeContrasts,seeContrasts,0.06479969344205692,0.1302050378441955,SH2B1
lme,ENSG00000178199,Treatment,seeContrasts,seeContrasts,0.06944877943063295,0.11663461205772811,ZC3H12D
lme,ENSG00000178199,median_cv_coverage,seeContrasts,seeContrasts,0.6034787087434215,0.7218781636322458,ZC3H12D
lme,ENSG00000178201,Treatment,seeContrasts,seeContrasts,0.32392014762507365,0.4174171895878197,VN1R1
lme,ENSG00000178201,median_cv_coverage,seeContrasts,seeContrasts,0.13719899508101732,0.23974782102095382,VN1R1
lme,ENSG00000178202,Treatment,seeContrasts,seeContrasts,1.137828423441941e-11,1.0145424176956814e-10,POGLUT3
lme,ENSG00000178202,median_cv_coverage,seeContrasts,seeContrasts,0.12031317243455648,0.21666722901805616,POGLUT3
lme,ENSG00000178209,Treatment,seeContrasts,seeContrasts,9.783114788472343e-7,4.560961516419389e-6,PLEC
lme,ENSG00000178209,median_cv_coverage,seeContrasts,seeContrasts,0.044665514149022895,0.0952660677887513,PLEC
lme,ENSG00000178217,Treatment,seeContrasts,seeContrasts,0.18620253980425755,0.2663840094132858,SH2D4B
lme,ENSG00000178217,median_cv_coverage,seeContrasts,seeContrasts,0.931253091969616,0.9594198791425312,SH2D4B
lme,ENSG00000178222,Treatment,seeContrasts,seeContrasts,0.05070640723006107,0.08927358271262661,RNF212
lme,ENSG00000178222,median_cv_coverage,seeContrasts,seeContrasts,0.8451015948633126,0.9034295073582469,RNF212
lme,ENSG00000178226,Treatment,seeContrasts,seeContrasts,0.3171462091336821,0.41063552296062433,PRSS36
lme,ENSG00000178226,median_cv_coverage,seeContrasts,seeContrasts,0.06792909463141102,0.13539006494196906,PRSS36
lme,ENSG00000178229,Treatment,seeContrasts,seeContrasts,0.9151979099107402,0.933986001753138,ZNF543
lme,ENSG00000178229,median_cv_coverage,seeContrasts,seeContrasts,0.39792869564745187,0.5419393631561659,ZNF543
lme,ENSG00000178234,Treatment,seeContrasts,seeContrasts,1.427928665773812e-16,2.181946329151203e-15,GALNT11
lme,ENSG00000178234,median_cv_coverage,seeContrasts,seeContrasts,0.014134751097512407,0.035576184447488904,GALNT11
lme,ENSG00000178252,Treatment,seeContrasts,seeContrasts,1.3610142073166482e-6,6.240891610200612e-6,WDR6
lme,ENSG00000178252,median_cv_coverage,seeContrasts,seeContrasts,6.353476000660266e-8,5.460007711642509e-7,WDR6
lme,ENSG00000178295,Treatment,seeContrasts,seeContrasts,0.8206561740921873,0.8615481627035654,GEN1
lme,ENSG00000178295,median_cv_coverage,seeContrasts,seeContrasts,4.4587302795937473e-4,0.0016629548079131944,GEN1
lme,ENSG00000178301,Treatment,seeContrasts,seeContrasts,0.11727757871682264,0.18183658865745397,AQP11
lme,ENSG00000178301,median_cv_coverage,seeContrasts,seeContrasts,0.5294961803002839,0.6619534533194448,AQP11
lme,ENSG00000178307,Treatment,seeContrasts,seeContrasts,2.1862854160029084e-13,2.367409265647261e-12,TMEM11
lme,ENSG00000178307,median_cv_coverage,seeContrasts,seeContrasts,2.0110043776268653e-10,2.8333965132781702e-9,TMEM11
lme,ENSG00000178338,Treatment,seeContrasts,seeContrasts,0.598820203965988,0.6760900691665109,ZNF354B
lme,ENSG00000178338,median_cv_coverage,seeContrasts,seeContrasts,7.325748505611043e-4,0.0026087011748098248,ZNF354B
lme,ENSG00000178363,Treatment,seeContrasts,seeContrasts,0.27771301423378575,0.3686014031198769,CALML3
lme,ENSG00000178363,median_cv_coverage,seeContrasts,seeContrasts,0.7923516700129467,0.8662861106285431,CALML3
lme,ENSG00000178372,Treatment,seeContrasts,seeContrasts,0.17961863689463411,0.25878033303894077,CALML5
lme,ENSG00000178372,median_cv_coverage,seeContrasts,seeContrasts,0.0034311697366389672,0.01028833496714723,CALML5
lme,ENSG00000178381,Treatment,seeContrasts,seeContrasts,2.538940292816336e-6,1.1199923249536734e-5,ZFAND2A
lme,ENSG00000178381,median_cv_coverage,seeContrasts,seeContrasts,0.635424508606684,0.7483303219372563,ZFAND2A
lme,ENSG00000178385,Treatment,seeContrasts,seeContrasts,0.024888513745401786,0.048360387519585366,PLEKHM3
lme,ENSG00000178385,median_cv_coverage,seeContrasts,seeContrasts,0.08997651854714415,0.1710848784216109,PLEKHM3
lme,ENSG00000178386,Treatment,seeContrasts,seeContrasts,0.05051277829797298,0.08898192296631852,ZNF223
lme,ENSG00000178386,median_cv_coverage,seeContrasts,seeContrasts,0.6891975923367814,0.7902447993441347,ZNF223
lme,ENSG00000178397,Treatment,seeContrasts,seeContrasts,0.08865515046918127,0.14357946227990903,FAM220A
lme,ENSG00000178397,median_cv_coverage,seeContrasts,seeContrasts,7.354212099927165e-4,0.0026147396484922083,FAM220A
lme,ENSG00000178401,Treatment,seeContrasts,seeContrasts,5.260706391078648e-5,1.853423179687443e-4,DNAJC22
lme,ENSG00000178401,median_cv_coverage,seeContrasts,seeContrasts,4.0866339443264353e-4,0.001537150299181854,DNAJC22
lme,ENSG00000178409,Treatment,seeContrasts,seeContrasts,1.2869512375541693e-4,4.248969143996299e-4,BEND3
lme,ENSG00000178409,median_cv_coverage,seeContrasts,seeContrasts,0.36315685615596416,0.5068646232230343,BEND3
lme,ENSG00000178425,Treatment,seeContrasts,seeContrasts,1.5905754019770154e-12,1.5744419987086736e-11,NT5DC1
lme,ENSG00000178425,median_cv_coverage,seeContrasts,seeContrasts,1.8205567331194697e-4,7.465737549299151e-4,NT5DC1
lme,ENSG00000178445,Treatment,seeContrasts,seeContrasts,0.7450337824033362,0.8005123484259982,GLDC
lme,ENSG00000178445,median_cv_coverage,seeContrasts,seeContrasts,0.45258435972998445,0.5941453668585346,GLDC
lme,ENSG00000178449,Treatment,seeContrasts,seeContrasts,0.8921454274475139,0.9177776539251432,COX14
lme,ENSG00000178449,median_cv_coverage,seeContrasts,seeContrasts,0.00705569614863391,0.0194582105818862,COX14
lme,ENSG00000178460,Treatment,seeContrasts,seeContrasts,2.2490939691337102e-5,8.497942462472667e-5,MCMDC2
lme,ENSG00000178460,median_cv_coverage,seeContrasts,seeContrasts,0.060553922889205386,0.12274676918568452,MCMDC2
lme,ENSG00000178462,Treatment,seeContrasts,seeContrasts,1.9491853860592115e-6,8.751253721717154e-6,TUBAL3
lme,ENSG00000178462,median_cv_coverage,seeContrasts,seeContrasts,0.1793053858064153,0.2965184293609157,TUBAL3
