variable,estimate,Std. Error,df,t value,pval,gene,FDR
TreatmentCXCL10 + RV16,-0.05451210382158572,0.2981637389433168,19.60726234148921,-0.18282606736410992,0.8568116810738665,module_20,0.9958070580340836
TreatmentCXCL10 + RV16,0.024076964176385593,0.34332071066859915,19.511335233866387,0.0701296584452973,0.9448042684699856,module_21,0.9958070580340836
TreatmentCXCL10 + RV16,-0.11780008281515625,0.37576327713680346,19.814063227526102,-0.3134954637205513,0.7571805708968216,module_22,0.9958070580340836
TreatmentCXCL10 + RV16,0.40146007692807173,0.19982673697829204,17.83902445749158,2.0090408470798575,0.05991237914824778,module_23,0.9958070580340836
TreatmentCXCL10 + RV16,0.10545249732753136,0.30412581380894554,19.577445226362816,0.3467397127748502,0.7324860630459382,module_24,0.9958070580340836
TreatmentCXCL10 + RV16,0.08721595268487475,0.1660183707432574,20.296764836247466,0.525339167553642,0.6050396034098653,module_25,0.9958070580340836
TreatmentCXCL10 + RV16,-0.11643967627541277,0.30109301623536394,20.22247700102743,-0.3867232715367667,0.703000448802372,module_26,0.9958070580340836
TreatmentCXCL10 + RV16,-0.3423110138492907,0.5336909607020895,21.045356279667562,-0.6414030573029911,0.528185138184937,module_27,0.9958070580340836
TreatmentCXCL10 + RV16,0.0759549745008557,0.41404575970334034,20.441353174140538,0.18344584558788063,0.8562556308843381,module_28,0.9958070580340836
TreatmentCXCL10 + RV16,-0.2764056480967721,0.49160171015112775,20.48476945797635,-0.5622552615038702,0.5800433621653023,module_29,0.9958070580340836
TreatmentCXCL10 + RV16,0.3928764968534842,0.43567264263728706,20.87353270598977,0.901769949279482,0.3774671838334982,module_30,0.9958070580340836
TreatmentCXCL10 + RV16,0.2640403169189675,0.4097856020827028,20.591565707823868,0.644337711176292,0.5264697039779574,module_31,0.9958070580340836
TreatmentCXCL10 + RV16,0.22514939607203147,0.5575835391519456,19.30178546755812,0.403794911905885,0.6908021936620186,module_32,0.9958070580340836
TreatmentCXCL10 + RV16,0.4865061683399656,0.5720855065509801,17.244315022882386,0.850408134394175,0.4067516037646999,module_33,0.9958070580340836
TreatmentCXCL10 + RV16,-0.9545920119191461,0.9015370214417185,19.232434156204974,-1.0588494861726068,0.30278651348753927,module_34,0.9958070580340836
TreatmentCXCL10 + RV16,-0.0023744799007484356,0.44611741185064596,19.5953810339975,-0.005322544777838394,0.9958070580340836,module_35,0.9958070580340836
TreatmentCXCL10 + RV16,0.05797446060210755,0.6278039141065925,19.255591553864946,0.09234485370262327,0.9273780497091744,module_36,0.9958070580340836
TreatmentCXCL10 + RV16,0.5623458106134641,0.45183094509957633,16.954978002871833,1.2445933965180984,0.2302111794373684,module_37,0.9958070580340836
TreatmentCXCL10 + RV16,0.12049014226641339,0.6739783290077571,17.748478131178807,0.1787745051740775,0.8601396469702658,module_38,0.9958070580340836
TreatmentCXCL10 + RV16,0.010416493457566048,0.642856568114843,20.47654046761172,0.016203448753914256,0.9872289281180389,module_39,0.9958070580340836
TreatmentCXCL10 + RV16,0.015789349518854155,0.48745275366981033,20.029662445935042,0.0323915485141551,0.9744804127093474,module_40,0.9958070580340836
TreatmentCXCL10 + RV16,-0.16584217715468966,0.6506369688075309,17.385303666066267,-0.2548920290506095,0.8017972609422068,module_41,0.9958070580340836
TreatmentCXCL10 + RV16,0.6784790062953767,0.6967753457262824,17.974463058195788,0.973741408126554,0.34310812202357954,module_42,0.9958070580340836
TreatmentCXCL10 + RV16:log10viral_load,0.0958667377978311,0.11596222588736445,20.228665239981027,0.8267066026392738,0.41804862465021053,module_00,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.04951693616841953,0.10582117594710691,19.60340269651653,0.46793031475259556,0.6449948184534344,module_01,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.0580577518841707,0.12027334303133244,19.040863575685936,-0.48271504242670016,0.6348012605204307,module_02,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.07733576546716232,0.10673779689075082,28.999999999448477,0.7245396449986474,0.474539973097876,module_03,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.3128473441791884,0.30044568701684016,20.274274238595012,1.0412775343373564,0.31000545615266667,module_04,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-6.015017163909013e-4,0.08998503614396029,19.911264570335497,-0.006684463797165164,0.9947331293613386,module_05,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.046447839831036605,0.09495948301533758,18.31992785454866,0.4891332424749457,0.6305520721658215,module_06,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.0793704765644922,0.09225308092437792,20.159378153418434,0.8603558360241008,0.3997097057129101,module_07,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.041421539970710665,0.04389923086583322,18.684451858246373,-0.943559583021056,0.35743673863314995,module_08,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.12980634353356926,0.27386650576849797,20.2766654471958,-0.47397670324568947,0.6405804301022151,module_09,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.006925191753455462,0.08080423452663629,19.66709514977419,-0.08570332723308756,0.9325687504632054,module_10,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-2.795362763545754e-4,0.0761196690794733,18.818903047747835,-0.003672326479279928,0.997108563679602,module_11,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.04853462705570448,0.06736155538272878,19.253020042427696,0.7205092991090368,0.4798688795600661,module_12,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.012507631028291267,0.07151222180986758,21.1611219161425,-0.17490200572352246,0.8628192952692887,module_13,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.11427317240011944,0.09647408096367094,19.481227253727543,1.1844960973834109,0.2504671306618151,module_14,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.03633540359815087,0.11880502101818034,20.196437242194065,-0.3058406394506726,0.7628561774804969,module_15,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.02517920999942301,0.22003183468794318,18.639580716270096,-0.11443439552796096,0.9101171278699199,module_16,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.10953469930930537,0.06525209391287251,18.755439128854682,1.6786388411621083,0.10980635230246003,module_17,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.2208261418021579,0.18109521064880554,19.64119807749618,1.219392500834281,0.2371369964203957,module_18,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.018812691867541042,0.07311424294956194,19.63952175857188,0.2573054320006983,0.7996196001149696,module_20,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.0032668550810816856,0.08417301025779463,19.546782721739156,-0.038811194598795604,0.9694345818229162,module_21,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.02786291646810186,0.09212544318981641,19.849088139669085,0.3024453994831022,0.7654590905781189,module_22,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.09777521762537053,0.04900252634107314,17.872780935600254,-1.995309730458058,0.06148335957766774,module_23,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.029614762264433252,0.07457864963930974,19.60893716498689,-0.3970943749673844,0.6955868562677732,module_24,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.019067418098886166,0.040698097623378914,20.331323997405363,-0.46850882995407966,0.6444048889099494,module_25,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.030250803336740135,0.07381719485890204,20.256797172301084,0.4098070022108408,0.6862489423382745,module_26,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.0789515895314707,0.13075728618471041,21.071999384841106,0.6038026012557501,0.5524202557858826,module_27,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.013033044601576733,0.10149723599850022,20.47558739960841,-0.12840787705558127,0.899079077252146,module_28,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.06954419310107138,0.12050604579799992,20.518865829898406,0.5771012785337416,0.5701493626747849,module_29,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.09894821326730573,0.1067650786027249,20.903624674524433,-0.9267844370301465,0.3646160686726382,module_30,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.06437504774070141,0.10043832351321895,20.624652040299917,-0.6409410819389956,0.528619265606529,module_31,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.04303104847824408,0.13668494609938175,19.3384269957736,-0.3148192226447292,0.7562704817389552,module_32,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.11749444416394786,0.14034581307299351,17.26056598799791,-0.8371781216076556,0.4139341628537888,module_33,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.2585496698923427,0.22101982743878965,19.26892047445296,1.169803057438124,0.25634685196833484,module_34,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.003434191347922233,0.109362054079095,19.63144115885823,-0.031402037725429786,0.9752659819492204,module_35,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.015233141451495978,0.15388211344234634,19.29190989986401,-0.09899228123873699,0.922165790272083,module_36,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.14776858800741283,0.1107969000625792,16.99048749468662,-1.3336888299578025,0.19991032366430617,module_37,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.03412967845921731,0.1653063928589849,17.77569061171152,-0.2064631492402821,0.8387755509481414,module_38,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.0016540844046695911,0.15758221628853838,20.510642617180714,0.010496643870275987,0.9917264722933723,module_39,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.0021636862408160114,0.11948447024387078,20.06464469955791,0.01810851432324112,0.9857311488529561,module_40,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,0.04895632778172711,0.1595491074037166,17.420155964117352,0.3068417528519918,0.7626013499692577,module_41,0.997108563679602
TreatmentCXCL10 + RV16:log10viral_load,-0.18292157457898534,0.17095094547105655,17.984689632034748,-1.0700237666129522,0.29875977032728307,module_42,0.997108563679602
